City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
168,Dwarka,IN,2022-05-21 18:39:18,22.2394,68.9678,82.45,84,8,23.11
169,Manadhoo,MV,2022-05-21 18:41:03,5.7667,73.3833,82.98,79,64,15.46
170,Thiruvananthapuram,IN,2022-05-21 18:41:00,8.4833,76.9167,80.58,89,40,4.61
171,Tambopata,PE,2022-05-21 18:41:04,-12.7333,-69.1833,84.09,48,20,6.91
172,Kruisfontein,ZA,2022-05-21 18:31:20,-34.0033,24.7314,55.89,85,8,5.59
173,Cayenne,GF,2022-05-21 18:36:26,4.9333,-52.3333,81.09,1,75,12.66
174,Lebu,CL,2022-05-21 18:41:05,-37.6167,-73.65,55.44,80,88,8.55
175,Hoquiam,US,2022-05-21 18:41:05,46.9809,-123.8893,62.85,78,4,4.0
176,Lerwick,GB,2022-05-21 18:41:06,60.1545,-1.1494,51.8,82,100,14.61
177,Arraial Do Cabo,BR,2022-05-21 18:31:04,-22.9661,-42.0278,73.36,64,20,9.22
178,Likasi,CD,2022-05-21 18:41:07,-10.9814,26.7333,67.6,60,96,2.86
179,Jahangirpur,IN,2022-05-21 18:41:07,28.1833,77.7167,89.42,25,55,5.32
180,New Norfolk,AU,2022-05-21 18:36:35,-42.7826,147.0587,44.1,87,18,2.53
181,Houma,US,2022-05-21 18:41:08,29.5958,-90.7195,90.0,76,40,18.41
182,Hofn,IS,2022-05-21 18:39:17,64.2539,-15.2082,48.81,85,100,9.04
183,Bengkulu,ID,2022-05-21 18:42:09,-3.8004,102.2655,76.6,89,100,3.89
184,Hermanus,ZA,2022-05-21 18:42:09,-34.4187,19.2345,58.32,75,39,6.93
185,Manzhouli,CN,2022-05-21 18:42:09,49.6,117.4333,55.0,28,59,6.53
186,Olafsvik,IS,2022-05-21 18:42:10,64.8945,-23.7142,43.74,80,91,19.73
187,Mersing,MY,2022-05-21 18:42:10,2.4312,103.8405,76.91,94,20,5.75
188,Shimoda,JP,2022-05-21 18:42:11,34.6667,138.95,60.8,87,100,10.63
189,Tasiilaq,GL,2022-05-21 18:42:11,65.6145,-37.6368,37.56,72,100,4.43
190,Labuhan,ID,2022-05-21 18:42:12,-6.8844,112.2051,78.22,87,100,7.11
191,Ahipara,NZ,2022-05-21 18:42:12,-35.1667,173.1667,59.95,78,100,12.93
192,Upernavik,GL,2022-05-21 18:42:13,72.7868,-56.1549,29.79,77,100,7.58
193,Songjianghe,CN,2022-05-21 18:42:13,42.1859,127.479,48.34,92,100,2.8
194,Fairbanks,US,2022-05-21 18:38:29,64.8378,-147.7164,65.48,36,0,3.44
195,Patti,IN,2022-05-21 18:42:14,31.2808,74.8572,84.27,18,6,3.42
196,Una,IN,2022-05-21 18:42:14,20.8167,71.0333,83.16,73,59,18.9
197,Manokwari,ID,2022-05-21 18:42:15,-0.8667,134.0833,78.3,79,84,2.57
198,Tiksi,RU,2022-05-21 18:42:15,71.6872,128.8694,22.86,99,100,2.95
199,Zhigansk,RU,2022-05-21 18:42:16,66.7697,123.3711,32.88,89,15,6.06
200,Iqaluit,CA,2022-05-21 18:42:16,63.7506,-68.5145,31.73,93,100,36.82
201,Sabha,LY,2022-05-21 18:42:17,27.0377,14.4283,73.87,11,0,10.63
202,Caravelas,BR,2022-05-21 18:42:17,-17.7125,-39.2481,75.29,63,2,8.57
203,Grindavik,IS,2022-05-21 18:42:18,63.8424,-22.4338,57.15,71,0,21.85
204,Lloret De Mar,ES,2022-05-21 18:42:18,41.6999,2.8457,79.61,45,82,8.01
205,Baruun-Urt,MN,2022-05-21 18:35:26,46.6806,113.2792,59.9,25,52,6.29
206,Mahebourg,MU,2022-05-21 18:42:19,-20.4081,57.7,75.49,73,40,11.5
207,Hit,IQ,2022-05-21 18:42:19,33.6416,42.8251,81.73,6,82,9.19
208,Timberlake,US,2022-05-21 18:42:19,37.3207,-79.2575,92.41,47,0,4.61
209,Acapulco,MX,2022-05-21 18:39:32,16.8634,-99.8901,87.62,58,20,9.22
210,Tura,IN,2022-05-21 18:42:20,25.5198,90.2201,71.87,98,55,2.42
211,Petropavlovsk-Kamchatskiy,RU,2022-05-21 18:32:09,53.0452,158.6483,37.99,100,100,2.24
212,Chifeng,CN,2022-05-21 18:39:18,42.2683,118.9636,63.43,23,0,4.0
213,Peleduy,RU,2022-05-21 18:42:21,59.6289,112.7406,46.35,84,100,2.57
214,Barra Dos Coqueiros,BR,2022-05-21 18:42:22,-10.9089,-37.0386,82.42,65,75,10.36
215,Bemidji,US,2022-05-21 18:42:22,47.4736,-94.8803,46.56,61,100,6.91
216,Shahr-E Kord,IR,2022-05-21 18:42:23,32.3256,50.8644,55.17,15,0,9.22
217,East London,ZA,2022-05-21 18:40:21,-33.0153,27.9116,59.94,88,0,6.91
218,Quatre Cocos,MU,2022-05-21 18:42:23,-20.2078,57.7625,75.31,68,4,14.32
219,San Patricio,US,2022-05-21 18:42:24,28.017,-97.5169,97.52,48,0,19.71
220,Talnakh,RU,2022-05-21 18:42:26,69.4865,88.3972,42.21,100,100,1.5
221,Noumea,NC,2022-05-21 18:42:27,-22.2763,166.4572,77.0,99,97,13.56
222,Los Llanos De Aridane,ES,2022-05-21 18:42:27,28.6585,-17.9182,67.75,83,40,16.11
223,Sao Joao Da Barra,BR,2022-05-21 18:42:28,-21.6403,-41.0511,78.89,65,7,12.82
224,Churapcha,RU,2022-05-21 18:42:28,62.0025,132.4325,37.18,88,24,5.3
225,Irbil,IQ,2022-05-21 18:42:28,36.1926,44.0106,73.22,23,98,3.44
226,Tuktoyaktuk,CA,2022-05-21 18:43:29,69.4541,-133.0374,28.4,69,100,8.05
227,Mozhaysk,RU,2022-05-21 18:43:29,55.5019,36.0272,45.27,76,100,5.5
228,Bowen,AU,2022-05-21 18:43:30,-20.0167,148.2333,69.75,79,100,8.68
229,The Valley,AI,2022-05-21 18:43:30,18.217,-63.0578,86.14,66,20,12.66
230,Vestmannaeyjar,IS,2022-05-21 18:43:31,63.4427,-20.2734,50.27,82,100,7.54
231,Oriximina,BR,2022-05-21 18:43:31,-1.7656,-55.8661,81.7,70,69,3.91
232,Hervey Bay,AU,2022-05-21 18:43:32,-25.2986,152.8535,69.1,82,99,19.04
233,Cabinda,AO,2022-05-21 18:43:32,-5.55,12.2,75.94,79,10,6.44
234,Adrar,MR,2022-05-21 18:35:21,20.5022,-10.0711,93.99,8,2,2.28
235,Atar,MR,2022-05-21 18:43:33,20.5169,-13.0499,101.03,10,0,12.93
236,Baglan,AF,2022-05-21 18:43:33,36.1307,68.7083,74.39,37,18,3.65
237,Panaba,MX,2022-05-21 18:43:33,21.2833,-88.2667,94.73,46,47,23.33
238,Rocha,UY,2022-05-21 18:36:24,-34.4833,-54.3333,62.73,61,100,7.11
239,Garowe,SO,2022-05-21 18:43:34,8.4054,48.4845,86.38,47,66,25.77
240,Gueret,FR,2022-05-21 18:43:34,46.1667,1.8667,69.94,78,28,4.25
241,Verkhnevilyuysk,RU,2022-05-21 18:43:35,63.4453,120.3167,42.64,93,77,2.06
242,Kargasok,RU,2022-05-21 18:43:35,59.0556,80.8572,46.71,84,100,6.55
243,Inirida,CO,2022-05-21 18:43:36,3.8653,-67.9239,81.5,78,85,2.71
244,Mackay,AU,2022-05-21 18:43:36,-21.15,149.2,67.86,86,95,14.63
245,Saint-Jean-De-Maurienne,FR,2022-05-21 18:43:37,45.1667,6.5833,54.14,62,96,5.06
246,Portland,US,2022-05-21 18:41:36,45.5234,-122.6762,66.69,60,20,11.5
247,Lata,PT,2022-05-21 18:43:37,40.1629,-8.3327,64.81,84,24,2.93
248,Mokhsogollokh,RU,2022-05-21 18:43:38,61.4681,128.9203,36.97,92,9,1.54
249,Touros,BR,2022-05-21 18:40:14,-5.1989,-35.4608,82.67,71,33,13.47
250,Nisia Floresta,BR,2022-05-21 18:43:38,-6.0911,-35.2086,88.18,74,14,9.95
251,Eureka,US,2022-05-21 18:43:39,40.8021,-124.1637,61.2,71,100,5.99
252,Luderitz,NA,2022-05-21 18:41:32,-26.6481,15.1594,56.8,64,9,18.45
253,Contamana,PE,2022-05-21 18:43:39,-7.3333,-75.0167,90.73,41,17,4.12
254,Luba,GQ,2022-05-21 18:43:40,3.4568,8.5547,78.87,88,100,6.98
255,Klaksvik,FO,2022-05-21 18:43:40,62.2266,-6.589,49.12,87,99,14.72
256,Zhangzhou,CN,2022-05-21 18:39:28,24.5133,117.6556,69.73,94,100,2.66
257,Cherskiy,RU,2022-05-21 18:43:41,68.75,161.3,51.31,54,43,11.48
258,Sobolevo,RU,2022-05-21 18:43:41,54.4299,31.8996,45.57,98,100,10.0
259,Narsaq,GL,2022-05-21 18:40:16,60.9167,-46.05,53.82,58,9,4.5
260,Saint-Augustin,CA,2022-05-21 18:43:08,51.226,-58.6502,46.13,84,100,17.69
261,Ouallam,NE,2022-05-21 18:43:42,14.3188,2.0866,93.79,26,36,7.05
262,Mitzic,GA,2022-05-21 18:43:43,0.7821,11.549,69.49,97,100,1.12
263,Orel-Izumrud,RU,2022-05-21 18:43:43,43.4583,39.9244,53.62,87,6,7.0
264,Yatou,CN,2022-05-21 18:43:44,37.15,122.3833,60.85,83,0,9.06
265,Port Hardy,CA,2022-05-21 18:42:15,50.6996,-127.4199,48.38,81,40,5.75
266,Pocatello,US,2022-05-21 18:43:44,42.8713,-112.4455,59.47,26,0,3.44
267,Dakar,SN,2022-05-21 18:43:45,14.6937,-17.4441,77.88,78,75,11.5
268,Porto Novo,BJ,2022-05-21 18:43:45,6.4965,2.6036,76.82,80,100,5.01
269,Pecos,US,2022-05-21 18:43:46,31.4229,-103.4932,73.49,23,0,8.05
270,Camacha,PT,2022-05-21 18:34:35,33.0833,-16.3333,65.62,68,20,16.11
271,Hohhot,CN,2022-05-21 18:44:47,40.8106,111.6522,59.29,44,20,4.47
272,Ketchikan,US,2022-05-21 18:44:01,55.3422,-131.6461,59.47,47,0,6.91
273,Praia Da Vitoria,PT,2022-05-21 18:44:47,38.7333,-27.0667,70.05,88,40,1.97
274,Ngunguru,NZ,2022-05-21 18:44:48,-35.6167,174.5,57.18,84,98,10.04
275,Aksarka,RU,2022-05-21 18:44:48,66.5606,67.7975,32.31,74,100,15.48
276,Salinopolis,BR,2022-05-21 18:40:35,-0.6136,-47.3561,80.76,79,87,4.32
277,Turukhansk,RU,2022-05-21 18:44:49,65.8167,87.9833,51.44,82,100,1.14
278,Spoleto,IT,2022-05-21 18:44:49,42.7448,12.7374,76.12,73,0,1.36
279,Fortuna,US,2022-05-21 18:44:49,40.5982,-124.1573,60.93,71,20,12.66
280,Shestakovo,RU,2022-05-21 18:44:50,56.4915,103.96,47.66,96,100,4.59
281,Namibe,AO,2022-05-21 18:44:50,-15.1961,12.1522,68.47,71,2,4.68
282,Zapolyarnyy,RU,2022-05-21 18:44:51,69.4154,30.8136,43.88,84,100,15.59
283,Sioux Lookout,CA,2022-05-21 18:42:17,50.1001,-91.917,41.07,56,100,5.75
284,Faanui,PF,2022-05-21 18:41:38,-16.4833,-151.75,80.33,72,17,10.47
285,Chegutu,ZW,2022-05-21 18:44:52,-18.1302,30.1407,62.73,60,9,4.43
286,La Paz,BO,2022-05-21 18:44:52,-16.5,-68.15,62.58,14,40,10.36
287,Khandyga,RU,2022-05-21 18:44:52,62.6667,135.6,39.85,88,100,3.53
288,Kirakira,SB,2022-05-21 18:44:53,-10.4544,161.9205,79.52,84,49,2.62
289,Ondjiva,AO,2022-05-21 18:44:53,-17.0667,15.7333,57.31,15,0,6.2
290,Mandera,KE,2022-05-21 18:44:54,3.9366,41.867,86.63,49,100,8.79
291,Billings,US,2022-05-21 18:41:07,45.7833,-108.5007,51.3,38,75,5.99
292,Iranshahr,IR,2022-05-21 18:44:54,27.2025,60.6848,97.14,11,0,0.0
293,Butaritari,KI,2022-05-21 18:44:55,3.0707,172.7902,80.94,80,99,10.92
